trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,last_stop_on_trip
t1750-sl4-p2192-r198,10:00:00,10:00:00,161,0,,,,0,
t1750-sl4-p2192-r198,,,2816,71,,,,1477,
t1750-sl4-p2192-r198,,,2718,120,,,,2494,
t1750-sl4-p2192-r198,10:03:00,10:03:00,2716,180,,,,3732,
t1750-sl4-p2192-r198,,,2714,254,,,,4831,
t1750-sl4-p2192-r198,,,2719,318,,,,5785,
t1750-sl4-p2192-r198,,,989,546,,,,9153,
t1750-sl4-p2192-r198,,,1931,592,,,,9843,
t1750-sl4-p2192-r198,,,1920,644,,,,10607,
t1750-sl4-p2192-r198,10:17:00,10:17:00,9,1020,,,,11726,
t1750-sl4-p2192-r198,,,1771,1063,,,,12676,
t1750-sl4-p2192-r198,,,2502,1125,,,,14023,
t1750-sl4-p2192-r198,,,2467,1172,,,,15060,
t1750-sl4-p2192-r198,,,2469,1194,,,,15538,
t1750-sl4-p2192-r198,,,2473,1230,,,,16317,
t1750-sl4-p2192-r198,10:21:00,10:21:00,2476,1260,,,,16968,
t1750-sl4-p2192-r198,,,2440,1287,,,,17749,
t1750-sl4-p2192-r198,,,2444,1316,,,,18555,
t1750-sl4-p2192-r198,,,2448,1344,,,,19321,
t1750-sl4-p2192-r198,,,2450,1357,,,,19708,
t1750-sl4-p2192-r198,,,2514,1381,,,,20380,
t1750-sl4-p2192-r198,,,2493,1400,,,,20911,
t1750-sl4-p2192-r198,,,2513,1438,,,,21949,
t1750-sl4-p2192-r198,,,2480,1460,,,,22577,
t1750-sl4-p2192-r198,,,47,1489,,,,23376,
t1750-sl4-p2192-r198,,,2499,1527,,,,24438,
t1750-sl4-p2192-r198,10:26:00,10:26:00,2482,1560,,,,25358,
t1750-sl4-p2192-r198,,,2523,1583,,,,25819,
t1750-sl4-p2192-r198,,,2521,1624,,,,26649,
t1750-sl4-p2192-r198,,,2518,1655,,,,27259,
t1750-sl4-p2192-r198,,,2512,1689,,,,27932,
t1750-sl4-p2192-r198,,,2510,1715,,,,28451,
t1750-sl4-p2192-r198,,,2504,1767,,,,29477,
t1750-sl4-p2192-r198,,,2498,1798,,,,30093,
t1750-sl4-p2192-r198,,,2496,1827,,,,30679,
t1750-sl4-p2192-r198,10:31:00,10:31:00,2494,1860,,,,31322,
t1750-sl4-p2192-r198,,,2491,1921,,,,32579,
t1750-sl4-p2192-r198,,,2487,1949,,,,33142,
t1750-sl4-p2192-r198,,,2500,1985,,,,33881,
t1750-sl4-p2192-r198,,,2485,2022,,,,34625,
t1750-sl4-p2192-r198,,,2375,2166,,,,37562,
t1750-sl4-p2192-r198,,,2380,2190,,,,38065,
t1750-sl4-p2192-r198,,,2373,2215,,,,38570,
t1750-sl4-p2192-r198,,,2377,2280,,,,39888,
t1750-sl4-p2192-r198,,,471,2303,,,,40352,
t1750-sl4-p2192-r198,,,409,2322,,,,40757,
t1750-sl4-p2192-r198,,,453,2349,,,,41304,
t1750-sl4-p2192-r198,,,1537,2375,,,,41837,
t1750-sl4-p2192-r198,10:40:00,10:40:00,221,2400,,,,42328,
t1750-sl4-p2192-r198,,,473,2438,,,,42835,
t1750-sl4-p2192-r198,,,455,2481,,,,43411,
t1750-sl4-p2192-r198,,,1693,2548,,,,44287,
t1750-sl4-p2192-r198,10:49:00,10:49:00,4,2940,,,,45502,
t1750-sl4-p2192-r198,,,1695,2995,,,,46415,
t1750-sl4-p2192-r198,,,1696,3026,,,,46931,
t1750-sl4-p2192-r198,,,1679,3074,,,,47722,
t1750-sl4-p2192-r198,,,233,3142,,,,48849,
t1750-sl4-p2192-r198,,,1421,3173,,,,49360,
t1750-sl4-p2192-r198,,,1423,3212,,,,50006,
t1750-sl4-p2192-r198,,,1425,3252,,,,50666,
t1750-sl4-p2192-r198,,,1427,3289,,,,51276,
t1750-sl4-p2192-r198,,,1429,3334,,,,52011,
t1750-sl4-p2192-r198,10:56:00,10:56:00,1431,3360,,,,52431,
t1750-sl4-p2192-r198,,,1432,3391,,,,53247,
t1750-sl4-p2192-r198,,,2671,3416,,,,53895,
t1750-sl4-p2192-r198,,,2672,3435,,,,54384,
t1750-sl4-p2192-r198,,,2673,3461,,,,55033,
t1750-sl4-p2192-r198,,,2674,3487,,,,55721,
t1750-sl4-p2192-r198,,,2675,3509,,,,56272,
t1750-sl4-p2192-r198,,,2676,3534,,,,56913,
t1750-sl4-p2192-r198,,,2677,3556,,,,57491,
t1750-sl4-p2192-r198,,,2678,3581,,,,58133,
t1750-sl4-p2192-r198,,,2681,3655,,,,60037,
t1750-sl4-p2192-r198,,,2682,3678,,,,60624,
t1750-sl4-p2192-r198,,,2683,3750,,,,62494,
t1750-sl4-p2192-r198,11:03:00,11:03:00,193,3780,,,,63248,
t1750-sl4-p2192-r198,,,2745,3875,,,,64415,
t1750-sl4-p2192-r198,11:07:00,11:07:00,55,4020,,,,66182,
t1750-sl4-p2192-r198,,,2685,4045,,,,67072,
t1750-sl4-p2192-r198,,,165,4348,,,,77714,
t1750-sl4-p2192-r198,,,2711,4381,,,,78879,
t1750-sl4-p2192-r198,11:14:00,11:14:00,2710,4440,,,,80927,1
t1751-sl4-p2192-r197,10:43:00,11:00:00,161,0,,,,0,
t1751-sl4-p2192-r197,,,2816,71,,,,1477,
t1751-sl4-p2192-r197,,,2718,120,,,,2494,
t1751-sl4-p2192-r197,11:03:00,11:03:00,2716,180,,,,3732,
t1751-sl4-p2192-r197,,,2714,254,,,,4831,
t1751-sl4-p2192-r197,,,2719,318,,,,5785,
t1751-sl4-p2192-r197,,,989,546,,,,9153,
t1751-sl4-p2192-r197,,,1931,592,,,,9843,
t1751-sl4-p2192-r197,,,1920,644,,,,10607,
t1751-sl4-p2192-r197,11:17:00,11:17:00,9,1020,,,,11726,
t1751-sl4-p2192-r197,,,1771,1063,,,,12676,
t1751-sl4-p2192-r197,,,2502,1125,,,,14023,
t1751-sl4-p2192-r197,,,2467,1172,,,,15060,
t1751-sl4-p2192-r197,,,2469,1194,,,,15538,
t1751-sl4-p2192-r197,,,2473,1230,,,,16317,
t1751-sl4-p2192-r197,11:21:00,11:21:00,2476,1260,,,,16968,
t1751-sl4-p2192-r197,,,2440,1287,,,,17749,
t1751-sl4-p2192-r197,,,2444,1316,,,,18555,
t1751-sl4-p2192-r197,,,2448,1344,,,,19321,
t1751-sl4-p2192-r197,,,2450,1357,,,,19708,
t1751-sl4-p2192-r197,,,2514,1381,,,,20380,
t1751-sl4-p2192-r197,,,2493,1400,,,,20911,
t1751-sl4-p2192-r197,,,2513,1438,,,,21949,
t1751-sl4-p2192-r197,,,2480,1460,,,,22577,
t1751-sl4-p2192-r197,,,47,1489,,,,23376,
t1751-sl4-p2192-r197,,,2499,1527,,,,24438,
t1751-sl4-p2192-r197,11:26:00,11:26:00,2482,1560,,,,25358,
t1751-sl4-p2192-r197,,,2523,1583,,,,25819,
t1751-sl4-p2192-r197,,,2521,1624,,,,26649,
t1751-sl4-p2192-r197,,,2518,1655,,,,27259,
t1751-sl4-p2192-r197,,,2512,1689,,,,27932,
t1751-sl4-p2192-r197,,,2510,1715,,,,28451,
t1751-sl4-p2192-r197,,,2504,1767,,,,29477,
t1751-sl4-p2192-r197,,,2498,1798,,,,30093,
t1751-sl4-p2192-r197,,,2496,1827,,,,30679,
t1751-sl4-p2192-r197,11:31:00,11:31:00,2494,1860,,,,31322,
t1751-sl4-p2192-r197,,,2491,1921,,,,32579,
t1751-sl4-p2192-r197,,,2487,1949,,,,33142,
t1751-sl4-p2192-r197,,,2500,1985,,,,33881,
t1751-sl4-p2192-r197,,,2485,2022,,,,34625,
t1751-sl4-p2192-r197,,,2375,2166,,,,37562,
t1751-sl4-p2192-r197,,,2380,2190,,,,38065,
t1751-sl4-p2192-r197,,,2373,2215,,,,38570,
t1751-sl4-p2192-r197,,,2377,2280,,,,39888,
t1751-sl4-p2192-r197,,,471,2303,,,,40352,
t1751-sl4-p2192-r197,,,409,2322,,,,40757,
t1751-sl4-p2192-r197,,,453,2349,,,,41304,
t1751-sl4-p2192-r197,,,1537,2375,,,,41837,
t1751-sl4-p2192-r197,11:40:00,11:40:00,221,2400,,,,42328,
t1751-sl4-p2192-r197,,,473,2438,,,,42835,
t1751-sl4-p2192-r197,,,455,2481,,,,43411,
t1751-sl4-p2192-r197,,,1693,2548,,,,44287,
t1751-sl4-p2192-r197,11:49:00,11:49:00,4,2940,,,,45502,
t1751-sl4-p2192-r197,,,1695,2995,,,,46415,
t1751-sl4-p2192-r197,,,1696,3026,,,,46931,
t1751-sl4-p2192-r197,,,1679,3074,,,,47722,
t1751-sl4-p2192-r197,,,233,3142,,,,48849,
t1751-sl4-p2192-r197,,,1421,3173,,,,49360,
t1751-sl4-p2192-r197,,,1423,3212,,,,50006,
t1751-sl4-p2192-r197,,,1425,3252,,,,50666,
t1751-sl4-p2192-r197,,,1427,3289,,,,51276,
t1751-sl4-p2192-r197,,,1429,3334,,,,52011,
t1751-sl4-p2192-r197,11:56:00,11:56:00,1431,3360,,,,52431,
t1751-sl4-p2192-r197,,,1432,3391,,,,53247,
t1751-sl4-p2192-r197,,,2671,3416,,,,53895,
t1751-sl4-p2192-r197,,,2672,3435,,,,54384,
t1751-sl4-p2192-r197,,,2673,3461,,,,55033,
t1751-sl4-p2192-r197,,,2674,3487,,,,55721,
t1751-sl4-p2192-r197,,,2675,3509,,,,56272,
t1751-sl4-p2192-r197,,,2676,3534,,,,56913,
t1751-sl4-p2192-r197,,,2677,3556,,,,57491,
t1751-sl4-p2192-r197,,,2678,3581,,,,58133,
t1751-sl4-p2192-r197,,,2681,3655,,,,60037,
t1751-sl4-p2192-r197,,,2682,3678,,,,60624,
t1751-sl4-p2192-r197,,,2683,3750,,,,62494,
t1751-sl4-p2192-r197,12:03:00,12:03:00,193,3780,,,,63248,
t1751-sl4-p2192-r197,,,2745,3875,,,,64415,
t1751-sl4-p2192-r197,12:07:00,12:07:00,55,4020,,,,66182,
t1751-sl4-p2192-r197,,,2685,4045,,,,67072,
t1751-sl4-p2192-r197,,,165,4348,,,,77714,
t1751-sl4-p2192-r197,,,2711,4381,,,,78879,
t1751-sl4-p2192-r197,12:14:00,12:14:00,2710,4440,,,,80927,1
t1752-sl4-p2192-r199,11:43:00,12:00:00,161,0,,,,0,
t1752-sl4-p2192-r199,,,2816,71,,,,1477,
t1752-sl4-p2192-r199,,,2718,120,,,,2494,
t1752-sl4-p2192-r199,12:03:00,12:03:00,2716,180,,,,3732,
t1752-sl4-p2192-r199,,,2714,254,,,,4831,
t1752-sl4-p2192-r199,,,2719,318,,,,5785,
t1752-sl4-p2192-r199,,,989,546,,,,9153,
t1752-sl4-p2192-r199,,,1931,592,,,,9843,
t1752-sl4-p2192-r199,,,1920,644,,,,10607,
t1752-sl4-p2192-r199,12:17:00,12:17:00,9,1020,,,,11726,
t1752-sl4-p2192-r199,,,1771,1063,,,,12676,
t1752-sl4-p2192-r199,,,2502,1125,,,,14023,
t1752-sl4-p2192-r199,,,2467,1172,,,,15060,
t1752-sl4-p2192-r199,,,2469,1194,,,,15538,
t1752-sl4-p2192-r199,,,2473,1230,,,,16317,
t1752-sl4-p2192-r199,12:21:00,12:21:00,2476,1260,,,,16968,
t1752-sl4-p2192-r199,,,2440,1287,,,,17749,
t1752-sl4-p2192-r199,,,2444,1316,,,,18555,
t1752-sl4-p2192-r199,,,2448,1344,,,,19321,
t1752-sl4-p2192-r199,,,2450,1357,,,,19708,
t1752-sl4-p2192-r199,,,2514,1381,,,,20380,
t1752-sl4-p2192-r199,,,2493,1400,,,,20911,
t1752-sl4-p2192-r199,,,2513,1438,,,,21949,
t1752-sl4-p2192-r199,,,2480,1460,,,,22577,
t1752-sl4-p2192-r199,,,47,1489,,,,23376,
t1752-sl4-p2192-r199,,,2499,1527,,,,24438,
t1752-sl4-p2192-r199,12:26:00,12:26:00,2482,1560,,,,25358,
t1752-sl4-p2192-r199,,,2523,1583,,,,25819,
t1752-sl4-p2192-r199,,,2521,1624,,,,26649,
t1752-sl4-p2192-r199,,,2518,1655,,,,27259,
t1752-sl4-p2192-r199,,,2512,1689,,,,27932,
t1752-sl4-p2192-r199,,,2510,1715,,,,28451,
t1752-sl4-p2192-r199,,,2504,1767,,,,29477,
t1752-sl4-p2192-r199,,,2498,1798,,,,30093,
t1752-sl4-p2192-r199,,,2496,1827,,,,30679,
t1752-sl4-p2192-r199,12:31:00,12:31:00,2494,1860,,,,31322,
t1752-sl4-p2192-r199,,,2491,1921,,,,32579,
t1752-sl4-p2192-r199,,,2487,1949,,,,33142,
t1752-sl4-p2192-r199,,,2500,1985,,,,33881,
t1752-sl4-p2192-r199,,,2485,2022,,,,34625,
t1752-sl4-p2192-r199,,,2375,2166,,,,37562,
t1752-sl4-p2192-r199,,,2380,2190,,,,38065,
t1752-sl4-p2192-r199,,,2373,2215,,,,38570,
t1752-sl4-p2192-r199,,,2377,2280,,,,39888,
t1752-sl4-p2192-r199,,,471,2303,,,,40352,
t1752-sl4-p2192-r199,,,409,2322,,,,40757,
t1752-sl4-p2192-r199,,,453,2349,,,,41304,
t1752-sl4-p2192-r199,,,1537,2375,,,,41837,
t1752-sl4-p2192-r199,12:40:00,12:40:00,221,2400,,,,42328,
t1752-sl4-p2192-r199,,,473,2438,,,,42835,
t1752-sl4-p2192-r199,,,455,2481,,,,43411,
t1752-sl4-p2192-r199,,,1693,2548,,,,44287,
t1752-sl4-p2192-r199,12:49:00,12:49:00,4,2940,,,,45502,
t1752-sl4-p2192-r199,,,1695,2995,,,,46415,
t1752-sl4-p2192-r199,,,1696,3026,,,,46931,
t1752-sl4-p2192-r199,,,1679,3074,,,,47722,
t1752-sl4-p2192-r199,,,233,3142,,,,48849,
t1752-sl4-p2192-r199,,,1421,3173,,,,49360,
t1752-sl4-p2192-r199,,,1423,3212,,,,50006,
t1752-sl4-p2192-r199,,,1425,3252,,,,50666,
t1752-sl4-p2192-r199,,,1427,3289,,,,51276,
t1752-sl4-p2192-r199,,,1429,3334,,,,52011,
t1752-sl4-p2192-r199,12:56:00,12:56:00,1431,3360,,,,52431,
t1752-sl4-p2192-r199,,,1432,3391,,,,53247,
t1752-sl4-p2192-r199,,,2671,3416,,,,53895,
t1752-sl4-p2192-r199,,,2672,3435,,,,54384,
t1752-sl4-p2192-r199,,,2673,3461,,,,55033,
t1752-sl4-p2192-r199,,,2674,3487,,,,55721,
t1752-sl4-p2192-r199,,,2675,3509,,,,56272,
t1752-sl4-p2192-r199,,,2676,3534,,,,56913,
t1752-sl4-p2192-r199,,,2677,3556,,,,57491,
t1752-sl4-p2192-r199,,,2678,3581,,,,58133,
t1752-sl4-p2192-r199,,,2681,3655,,,,60037,
t1752-sl4-p2192-r199,,,2682,3678,,,,60624,
t1752-sl4-p2192-r199,,,2683,3750,,,,62494,
t1752-sl4-p2192-r199,13:03:00,13:03:00,193,3780,,,,63248,
t1752-sl4-p2192-r199,,,2745,3875,,,,64415,
t1752-sl4-p2192-r199,13:07:00,13:07:00,55,4020,,,,66182,
t1752-sl4-p2192-r199,,,2685,4045,,,,67072,
t1752-sl4-p2192-r199,,,165,4348,,,,77714,
t1752-sl4-p2192-r199,,,2711,4381,,,,78879,
t1752-sl4-p2192-r199,13:14:00,13:14:00,2710,4440,,,,80927,1
t1766-sl2-p2132-r215,11:47:00,12:10:00,25,0,,,,0,
t1766-sl2-p2132-r215,,,451,15,,,,295,
t1766-sl2-p2132-r215,,,1756,39,,,,745,
t1766-sl2-p2132-r215,,,1754,80,,,,1529,
t1766-sl2-p2132-r215,,,1752,117,,,,2237,
t1766-sl2-p2132-r215,,,1750,158,,,,3007,
t1766-sl2-p2132-r215,,,1746,199,,,,3786,
t1766-sl2-p2132-r215,,,1744,224,,,,4274,
t1766-sl2-p2132-r215,,,1742,263,,,,5007,
t1766-sl2-p2132-r215,,,1740,287,,,,5466,
t1766-sl2-p2132-r215,,,1738,317,,,,6034,
t1766-sl2-p2132-r215,,,1736,340,,,,6471,
t1766-sl2-p2132-r215,,,1734,378,,,,7198,
t1766-sl2-p2132-r215,,,1798,423,,,,8038,
t1766-sl2-p2132-r215,,,1732,443,,,,8416,
t1766-sl2-p2132-r215,12:18:00,12:18:00,1769,480,,,,9118,
t1766-sl2-p2132-r215,,,1767,519,,,,10020,
t1766-sl2-p2132-r215,,,1833,563,,,,11002,
t1766-sl2-p2132-r215,,,1762,595,,,,11736,
t1766-sl2-p2132-r215,,,1758,656,,,,13101,
t1766-sl2-p2132-r215,,,1748,675,,,,13546,
t1766-sl2-p2132-r215,,,1791,714,,,,14419,
t1766-sl2-p2132-r215,,,440,761,,,,15481,
t1766-sl2-p2132-r215,,,424,782,,,,15954,
t1766-sl2-p2132-r215,,,418,807,,,,16507,
t1766-sl2-p2132-r215,,,411,833,,,,17097,
t1766-sl2-p2132-r215,,,422,853,,,,17546,
t1766-sl2-p2132-r215,,,476,887,,,,18328,
t1766-sl2-p2132-r215,,,465,902,,,,18668,
t1766-sl2-p2132-r215,,,2064,921,,,,19100,
t1766-sl2-p2132-r215,,,2060,942,,,,19560,
t1766-sl2-p2132-r215,12:26:00,12:26:00,26,960,,,,19964,
t1766-sl2-p2132-r215,,,2059,1093,,,,22358,
t1766-sl2-p2132-r215,,,2063,1122,,,,22869,
t1766-sl2-p2132-r215,,,2067,1153,,,,23425,
t1766-sl2-p2132-r215,,,1877,1231,,,,24810,
t1766-sl2-p2132-r215,,,1875,1257,,,,25290,
t1766-sl2-p2132-r215,,,1872,1276,,,,25621,
t1766-sl2-p2132-r215,,,1869,1344,,,,26844,
t1766-sl2-p2132-r215,12:35:00,12:35:00,27,1500,,,,29618,
t1766-sl2-p2132-r215,12:40:00,12:40:00,28,1800,,,,32207,
t1766-sl2-p2132-r215,,,1195,2081,,,,38720,
t1766-sl2-p2132-r215,,,1197,2093,,,,38999,
t1766-sl2-p2132-r215,,,1199,2122,,,,39654,
t1766-sl2-p2132-r215,12:46:00,12:46:00,1190,2160,,,,40526,
t1766-sl2-p2132-r215,,,484,2191,,,,41197,
t1766-sl2-p2132-r215,,,488,2211,,,,41638,
t1766-sl2-p2132-r215,,,438,2292,,,,43372,
t1766-sl2-p2132-r215,,,485,2326,,,,44095,
t1766-sl2-p2132-r215,,,1404,2352,,,,44653,
t1766-sl2-p2132-r215,,,2866,2377,,,,45202,
t1766-sl2-p2132-r215,,,517,2412,,,,45952,
t1766-sl2-p2132-r215,,,71,2459,,,,46966,
t1766-sl2-p2132-r215,,,514,2484,,,,47492,
t1766-sl2-p2132-r215,,,510,2508,,,,48012,
t1766-sl2-p2132-r215,13:00:00,13:00:00,4,3000,,,,49544,
t1766-sl2-p2132-r215,,,1695,3047,,,,50457,
t1766-sl2-p2132-r215,,,557,3085,,,,51172,
t1766-sl2-p2132-r215,13:03:00,13:03:00,1580,3180,,,,52989,
t1766-sl2-p2132-r215,,,1660,3238,,,,54683,
t1766-sl2-p2132-r215,,,545,3337,,,,57573,
t1766-sl2-p2132-r215,,,554,3346,,,,57835,
t1766-sl2-p2132-r215,,,523,3357,,,,58169,
t1766-sl2-p2132-r215,,,532,3392,,,,59186,
t1766-sl2-p2132-r215,13:08:00,13:08:00,198,3480,,,,61745,
t1766-sl2-p2132-r215,,,1041,3543,,,,62613,
t1766-sl2-p2132-r215,,,1042,3627,,,,63765,
t1766-sl2-p2132-r215,,,1039,3660,,,,64218,
t1766-sl2-p2132-r215,,,474,3728,,,,65156,
t1766-sl2-p2132-r215,,,458,3760,,,,65589,
t1766-sl2-p2132-r215,13:15:00,13:15:00,447,3900,,,,67499,
t1766-sl2-p2132-r215,,,421,3985,,,,68648,
t1766-sl2-p2132-r215,,,2338,4105,,,,70256,
t1766-sl2-p2132-r215,,,2308,4157,,,,70952,
t1766-sl2-p2132-r215,,,2330,4217,,,,71759,
t1766-sl2-p2132-r215,,,2312,4260,,,,72347,
t1766-sl2-p2132-r215,,,2314,4299,,,,72867,
t1766-sl2-p2132-r215,,,2319,4342,,,,73441,
t1766-sl2-p2132-r215,,,2323,4418,,,,74459,
t1766-sl2-p2132-r215,,,2327,4459,,,,75020,
t1766-sl2-p2132-r215,13:25:00,13:25:00,173,4500,,,,75560,
t1766-sl2-p2132-r215,,,2332,4516,,,,76171,
t1766-sl2-p2132-r215,,,2340,4539,,,,76995,
t1766-sl2-p2132-r215,,,2324,4564,,,,77916,
t1766-sl2-p2132-r215,,,2342,4581,,,,78513,
t1766-sl2-p2132-r215,,,2344,4598,,,,79133,
t1766-sl2-p2132-r215,,,2328,4610,,,,79575,
t1766-sl2-p2132-r215,,,2326,4630,,,,80319,
t1766-sl2-p2132-r215,,,2317,4650,,,,81021,
t1766-sl2-p2132-r215,,,2320,4676,,,,81985,
t1766-sl2-p2132-r215,,,2336,4718,,,,83510,
t1766-sl2-p2132-r215,,,2333,4755,,,,84863,
t1766-sl2-p2132-r215,,,671,4781,,,,85776,
t1766-sl2-p2132-r215,13:30:00,13:30:00,664,4800,,,,86467,
t1766-sl2-p2132-r215,,,656,4844,,,,87676,
t1766-sl2-p2132-r215,,,666,4858,,,,88058,
t1766-sl2-p2132-r215,,,646,4878,,,,88591,
t1766-sl2-p2132-r215,,,660,4893,,,,89012,
t1766-sl2-p2132-r215,,,650,4924,,,,89847,
t1766-sl2-p2132-r215,,,648,4948,,,,90513,
t1766-sl2-p2132-r215,,,654,4970,,,,91105,
t1766-sl2-p2132-r215,,,674,5045,,,,93136,
t1766-sl2-p2132-r215,,,414,5068,,,,93773,
t1766-sl2-p2132-r215,13:35:00,13:35:00,174,5100,,,,94624,
t1766-sl2-p2132-r215,,,218,5145,,,,95623,
t1766-sl2-p2132-r215,,,434,5182,,,,96424,
t1766-sl2-p2132-r215,,,416,5217,,,,97193,
t1766-sl2-p2132-r215,,,442,5255,,,,98036,
t1766-sl2-p2132-r215,,,444,5297,,,,98947,
t1766-sl2-p2132-r215,,,446,5339,,,,99870,
t1766-sl2-p2132-r215,,,426,5365,,,,100435,
t1766-sl2-p2132-r215,,,481,5397,,,,101134,
t1766-sl2-p2132-r215,,,427,5466,,,,102647,
t1766-sl2-p2132-r215,,,2818,5509,,,,103587,
t1766-sl2-p2132-r215,,,2238,5550,,,,104484,
t1766-sl2-p2132-r215,13:43:00,13:43:00,2239,5580,,,,105136,1
t1766-sl3-p2132-r212,11:47:00,12:10:00,25,0,,,,0,
t1766-sl3-p2132-r212,,,451,15,,,,295,
t1766-sl3-p2132-r212,,,1756,39,,,,745,
t1766-sl3-p2132-r212,,,1754,80,,,,1529,
t1766-sl3-p2132-r212,,,1752,117,,,,2237,
t1766-sl3-p2132-r212,,,1750,158,,,,3007,
t1766-sl3-p2132-r212,,,1746,199,,,,3786,
t1766-sl3-p2132-r212,,,1744,224,,,,4274,
t1766-sl3-p2132-r212,,,1742,263,,,,5007,
t1766-sl3-p2132-r212,,,1740,287,,,,5466,
t1766-sl3-p2132-r212,,,1738,317,,,,6034,
t1766-sl3-p2132-r212,,,1736,340,,,,6471,
t1766-sl3-p2132-r212,,,1734,378,,,,7198,
t1766-sl3-p2132-r212,,,1798,423,,,,8038,
t1766-sl3-p2132-r212,,,1732,443,,,,8416,
t1766-sl3-p2132-r212,12:18:00,12:18:00,1769,480,,,,9118,
t1766-sl3-p2132-r212,,,1767,519,,,,10020,
t1766-sl3-p2132-r212,,,1833,563,,,,11002,
t1766-sl3-p2132-r212,,,1762,595,,,,11736,
t1766-sl3-p2132-r212,,,1758,656,,,,13101,
t1766-sl3-p2132-r212,,,1748,675,,,,13546,
t1766-sl3-p2132-r212,,,1791,714,,,,14419,
t1766-sl3-p2132-r212,,,440,761,,,,15481,
t1766-sl3-p2132-r212,,,424,782,,,,15954,
t1766-sl3-p2132-r212,,,418,807,,,,16507,
t1766-sl3-p2132-r212,,,411,833,,,,17097,
t1766-sl3-p2132-r212,,,422,853,,,,17546,
t1766-sl3-p2132-r212,,,476,887,,,,18328,
t1766-sl3-p2132-r212,,,465,902,,,,18668,
t1766-sl3-p2132-r212,,,2064,921,,,,19100,
t1766-sl3-p2132-r212,,,2060,942,,,,19560,
t1766-sl3-p2132-r212,12:26:00,12:26:00,26,960,,,,19964,
t1766-sl3-p2132-r212,,,2059,1093,,,,22358,
t1766-sl3-p2132-r212,,,2063,1122,,,,22869,
t1766-sl3-p2132-r212,,,2067,1153,,,,23425,
t1766-sl3-p2132-r212,,,1877,1231,,,,24810,
t1766-sl3-p2132-r212,,,1875,1257,,,,25290,
t1766-sl3-p2132-r212,,,1872,1276,,,,25621,
t1766-sl3-p2132-r212,,,1869,1344,,,,26844,
t1766-sl3-p2132-r212,12:35:00,12:35:00,27,1500,,,,29618,
t1766-sl3-p2132-r212,12:40:00,12:40:00,28,1800,,,,32207,
t1766-sl3-p2132-r212,,,1195,2081,,,,38720,
t1766-sl3-p2132-r212,,,1197,2093,,,,38999,
t1766-sl3-p2132-r212,,,1199,2122,,,,39654,
t1766-sl3-p2132-r212,12:46:00,12:46:00,1190,2160,,,,40526,
t1766-sl3-p2132-r212,,,484,2191,,,,41197,
t1766-sl3-p2132-r212,,,488,2211,,,,41638,
t1766-sl3-p2132-r212,,,438,2292,,,,43372,
t1766-sl3-p2132-r212,,,485,2326,,,,44095,
t1766-sl3-p2132-r212,,,1404,2352,,,,44653,
t1766-sl3-p2132-r212,,,2866,2377,,,,45202,
t1766-sl3-p2132-r212,,,517,2412,,,,45952,
t1766-sl3-p2132-r212,,,71,2459,,,,46966,
t1766-sl3-p2132-r212,,,514,2484,,,,47492,
t1766-sl3-p2132-r212,,,510,2508,,,,48012,
t1766-sl3-p2132-r212,13:00:00,13:00:00,4,3000,,,,49544,
t1766-sl3-p2132-r212,,,1695,3047,,,,50457,
t1766-sl3-p2132-r212,,,557,3085,,,,51172,
t1766-sl3-p2132-r212,13:03:00,13:03:00,1580,3180,,,,52989,
t1766-sl3-p2132-r212,,,1660,3238,,,,54683,
t1766-sl3-p2132-r212,,,545,3337,,,,57573,
t1766-sl3-p2132-r212,,,554,3346,,,,57835,
t1766-sl3-p2132-r212,,,523,3357,,,,58169,
t1766-sl3-p2132-r212,,,532,3392,,,,59186,
t1766-sl3-p2132-r212,13:08:00,13:08:00,198,3480,,,,61745,
t1766-sl3-p2132-r212,,,1041,3543,,,,62613,
t1766-sl3-p2132-r212,,,1042,3627,,,,63765,
t1766-sl3-p2132-r212,,,1039,3660,,,,64218,
t1766-sl3-p2132-r212,,,474,3728,,,,65156,
t1766-sl3-p2132-r212,,,458,3760,,,,65589,
t1766-sl3-p2132-r212,13:15:00,13:15:00,447,3900,,,,67499,
t1766-sl3-p2132-r212,,,421,3985,,,,68648,
t1766-sl3-p2132-r212,,,2338,4105,,,,70256,
t1766-sl3-p2132-r212,,,2308,4157,,,,70952,
t1766-sl3-p2132-r212,,,2330,4217,,,,71759,
t1766-sl3-p2132-r212,,,2312,4260,,,,72347,
t1766-sl3-p2132-r212,,,2314,4299,,,,72867,
t1766-sl3-p2132-r212,,,2319,4342,,,,73441,
t1766-sl3-p2132-r212,,,2323,4418,,,,74459,
t1766-sl3-p2132-r212,,,2327,4459,,,,75020,
t1766-sl3-p2132-r212,13:25:00,13:25:00,173,4500,,,,75560,
t1766-sl3-p2132-r212,,,2332,4516,,,,76171,
t1766-sl3-p2132-r212,,,2340,4539,,,,76995,
t1766-sl3-p2132-r212,,,2324,4564,,,,77916,
t1766-sl3-p2132-r212,,,2342,4581,,,,78513,
t1766-sl3-p2132-r212,,,2344,4598,,,,79133,
t1766-sl3-p2132-r212,,,2328,4610,,,,79575,
t1766-sl3-p2132-r212,,,2326,4630,,,,80319,
t1766-sl3-p2132-r212,,,2317,4650,,,,81021,
