trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,last_stop_on_trip
t2284-sl3-p2042-r172,,,625,220,,,,5682,
t2284-sl3-p2042-r172,,,635,236,,,,6095,
t2284-sl3-p2042-r172,,,621,263,,,,6788,
t2284-sl3-p2042-r172,,,633,282,,,,7280,
t2284-sl3-p2042-r172,07:50:00,07:50:00,80,300,,,,7730,
t2284-sl3-p2042-r172,,,639,324,,,,8053,
t2284-sl3-p2042-r172,,,628,362,,,,8563,
t2284-sl3-p2042-r172,,,631,406,,,,9148,
t2284-sl3-p2042-r172,,,632,446,,,,9676,
t2284-sl3-p2042-r172,,,629,480,,,,10128,
t2284-sl3-p2042-r172,,,640,555,,,,11124,
t2284-sl3-p2042-r172,07:55:00,07:55:00,172,600,,,,11715,
t2284-sl3-p2042-r172,,,1711,659,,,,12776,
t2284-sl3-p2042-r172,,,1717,684,,,,13239,
t2284-sl3-p2042-r172,,,231,701,,,,13537,
t2284-sl3-p2042-r172,,,1715,728,,,,14017,
t2284-sl3-p2042-r172,,,1709,748,,,,14392,
t2284-sl3-p2042-r172,,,1713,772,,,,14807,
t2284-sl3-p2042-r172,,,1986,807,,,,15435,
t2284-sl3-p2042-r172,,,2597,843,,,,16087,
t2284-sl3-p2042-r172,08:00:00,08:00:00,74,900,,,,17104,
t2284-sl3-p2042-r172,,,2262,974,,,,18255,
t2284-sl3-p2042-r172,,,2264,994,,,,18550,
t2284-sl3-p2042-r172,,,2260,1007,,,,18756,
t2284-sl3-p2042-r172,,,1385,1040,,,,19261,
t2284-sl3-p2042-r172,,,1387,1092,,,,20057,
t2284-sl3-p2042-r172,,,1300,1116,,,,20441,
t2284-sl3-p2042-r172,,,2727,1158,,,,21085,
t2284-sl3-p2042-r172,,,1303,1180,,,,21414,
t2284-sl3-p2042-r172,08:05:00,08:05:00,1301,1200,,,,21717,
t2284-sl3-p2042-r172,,,2726,1238,,,,22453,
t2284-sl3-p2042-r172,,,1910,1267,,,,22995,
t2284-sl3-p2042-r172,,,2269,1282,,,,23289,
t2284-sl3-p2042-r172,08:14:00,08:14:00,2872,1740,,,,26294,
t2284-sl3-p2042-r172,08:15:00,08:15:00,2731,1800,,,,28030,
t2284-sl3-p2042-r172,,,1974,1844,,,,28965,
t2284-sl3-p2042-r172,,,2562,1863,,,,29361,
t2284-sl3-p2042-r172,,,2560,1910,,,,30366,
t2284-sl3-p2042-r172,08:17:00,08:17:00,2554,1920,,,,30557,
t2284-sl3-p2042-r172,,,2570,1965,,,,31665,
t2284-sl3-p2042-r172,,,2551,1980,,,,32012,
t2284-sl3-p2042-r172,,,2568,2001,,,,32534,
t2284-sl3-p2042-r172,,,2569,2022,,,,33032,
t2284-sl3-p2042-r172,,,2578,2045,,,,33575,
t2284-sl3-p2042-r172,,,2579,2068,,,,34140,
t2284-sl3-p2042-r172,,,2580,2089,,,,34645,
t2284-sl3-p2042-r172,,,2581,2107,,,,35091,
t2284-sl3-p2042-r172,,,155,2128,,,,35580,
t2284-sl3-p2042-r172,,,275,2155,,,,36252,
t2284-sl3-p2042-r172,,,1260,2179,,,,36817,
t2284-sl3-p2042-r172,,,1206,2213,,,,37629,
t2284-sl3-p2042-r172,,,1208,2236,,,,38199,
t2284-sl3-p2042-r172,,,1210,2270,,,,39019,
t2284-sl3-p2042-r172,,,1225,2305,,,,39852,
t2284-sl3-p2042-r172,08:24:00,08:24:00,78,2340,,,,40693,
t2284-sl3-p2042-r172,,,1212,2363,,,,41286,
t2284-sl3-p2042-r172,,,1243,2393,,,,42065,
t2284-sl3-p2042-r172,,,1239,2408,,,,42455,
t2284-sl3-p2042-r172,,,1234,2426,,,,42923,
t2284-sl3-p2042-r172,,,1247,2444,,,,43391,
t2284-sl3-p2042-r172,,,1252,2461,,,,43824,
t2284-sl3-p2042-r172,,,1238,2481,,,,44343,
t2284-sl3-p2042-r172,,,1604,2551,,,,46132,
t2284-sl3-p2042-r172,,,822,2577,,,,46804,
t2284-sl3-p2042-r172,08:29:00,08:29:00,2723,2640,,,,48416,
t2284-sl3-p2042-r172,,,1413,2721,,,,50719,
t2284-sl3-p2042-r172,,,1416,2788,,,,52627,
t2284-sl3-p2042-r172,,,1935,2833,,,,53886,
t2284-sl3-p2042-r172,,,1954,2860,,,,54646,
t2284-sl3-p2042-r172,08:34:00,08:34:00,72,2940,,,,56901,
t2284-sl3-p2042-r172,,,1897,2999,,,,57795,
t2284-sl3-p2042-r172,,,1890,3049,,,,58531,
t2284-sl3-p2042-r172,,,1893,3073,,,,58890,
t2284-sl3-p2042-r172,08:39:00,08:39:00,73,3240,,,,61375,
t2284-sl3-p2042-r172,,,1891,3438,,,,65208,
t2284-sl3-p2042-r172,,,2787,3488,,,,66171,
t2284-sl3-p2042-r172,,,1906,3565,,,,67658,
t2284-sl3-p2042-r172,,,1894,3641,,,,69133,
t2284-sl3-p2042-r172,,,1898,3700,,,,70261,
t2284-sl3-p2042-r172,,,1902,3755,,,,71317,
t2284-sl3-p2042-r172,08:49:00,08:49:00,76,3840,,,,72955,1
t2285-sl2-p2042-r176,08:35:00,08:45:00,2872,0,,,,0,
t2285-sl2-p2042-r176,,,2261,148,,,,3830,
t2285-sl2-p2042-r176,,,2258,162,,,,4195,
t2285-sl2-p2042-r176,,,2259,176,,,,4542,
t2285-sl2-p2042-r176,,,623,201,,,,5199,
t2285-sl2-p2042-r176,,,625,220,,,,5682,
t2285-sl2-p2042-r176,,,635,236,,,,6095,
t2285-sl2-p2042-r176,,,621,263,,,,6788,
t2285-sl2-p2042-r176,,,633,282,,,,7280,
t2285-sl2-p2042-r176,08:50:00,08:50:00,80,300,,,,7730,
t2285-sl2-p2042-r176,,,639,324,,,,8053,
t2285-sl2-p2042-r176,,,628,362,,,,8563,
t2285-sl2-p2042-r176,,,631,406,,,,9148,
t2285-sl2-p2042-r176,,,632,446,,,,9676,
t2285-sl2-p2042-r176,,,629,480,,,,10128,
t2285-sl2-p2042-r176,,,640,555,,,,11124,
t2285-sl2-p2042-r176,08:55:00,08:55:00,172,600,,,,11715,
t2285-sl2-p2042-r176,,,1711,659,,,,12776,
t2285-sl2-p2042-r176,,,1717,684,,,,13239,
t2285-sl2-p2042-r176,,,231,701,,,,13537,
t2285-sl2-p2042-r176,,,1715,728,,,,14017,
t2285-sl2-p2042-r176,,,1709,748,,,,14392,
t2285-sl2-p2042-r176,,,1713,772,,,,14807,
t2285-sl2-p2042-r176,,,1986,807,,,,15435,
t2285-sl2-p2042-r176,,,2597,843,,,,16087,
t2285-sl2-p2042-r176,09:00:00,09:00:00,74,900,,,,17104,
t2285-sl2-p2042-r176,,,2262,974,,,,18255,
t2285-sl2-p2042-r176,,,2264,994,,,,18550,
t2285-sl2-p2042-r176,,,2260,1007,,,,18756,
t2285-sl2-p2042-r176,,,1385,1040,,,,19261,
t2285-sl2-p2042-r176,,,1387,1092,,,,20057,
t2285-sl2-p2042-r176,,,1300,1116,,,,20441,
t2285-sl2-p2042-r176,,,2727,1158,,,,21085,
t2285-sl2-p2042-r176,,,1303,1180,,,,21414,
t2285-sl2-p2042-r176,09:05:00,09:05:00,1301,1200,,,,21717,
t2285-sl2-p2042-r176,,,2726,1238,,,,22453,
t2285-sl2-p2042-r176,,,1910,1267,,,,22995,
t2285-sl2-p2042-r176,,,2269,1282,,,,23289,
t2285-sl2-p2042-r176,09:14:00,09:14:00,2872,1740,,,,26294,
t2285-sl2-p2042-r176,09:15:00,09:15:00,2731,1800,,,,28030,
t2285-sl2-p2042-r176,,,1974,1844,,,,28965,
t2285-sl2-p2042-r176,,,2562,1863,,,,29361,
t2285-sl2-p2042-r176,,,2560,1910,,,,30366,
t2285-sl2-p2042-r176,09:17:00,09:17:00,2554,1920,,,,30557,
t2285-sl2-p2042-r176,,,2570,1965,,,,31665,
t2285-sl2-p2042-r176,,,2551,1980,,,,32012,
t2285-sl2-p2042-r176,,,2568,2001,,,,32534,
t2285-sl2-p2042-r176,,,2569,2022,,,,33032,
t2285-sl2-p2042-r176,,,2578,2045,,,,33575,
t2285-sl2-p2042-r176,,,2579,2068,,,,34140,
t2285-sl2-p2042-r176,,,2580,2089,,,,34645,
t2285-sl2-p2042-r176,,,2581,2107,,,,35091,
t2285-sl2-p2042-r176,,,155,2128,,,,35580,
t2285-sl2-p2042-r176,,,275,2155,,,,36252,
t2285-sl2-p2042-r176,,,1260,2179,,,,36817,
t2285-sl2-p2042-r176,,,1206,2213,,,,37629,
t2285-sl2-p2042-r176,,,1208,2236,,,,38199,
t2285-sl2-p2042-r176,,,1210,2270,,,,39019,
t2285-sl2-p2042-r176,,,1225,2305,,,,39852,
t2285-sl2-p2042-r176,09:24:00,09:24:00,78,2340,,,,40693,
t2285-sl2-p2042-r176,,,1212,2363,,,,41286,
t2285-sl2-p2042-r176,,,1243,2393,,,,42065,
t2285-sl2-p2042-r176,,,1239,2408,,,,42455,
t2285-sl2-p2042-r176,,,1234,2426,,,,42923,
t2285-sl2-p2042-r176,,,1247,2444,,,,43391,
t2285-sl2-p2042-r176,,,1252,2461,,,,43824,
t2285-sl2-p2042-r176,,,1238,2481,,,,44343,
t2285-sl2-p2042-r176,,,1604,2551,,,,46132,
t2285-sl2-p2042-r176,,,822,2577,,,,46804,
t2285-sl2-p2042-r176,09:29:00,09:29:00,2723,2640,,,,48416,
t2285-sl2-p2042-r176,,,1413,2721,,,,50719,
t2285-sl2-p2042-r176,,,1416,2788,,,,52627,
t2285-sl2-p2042-r176,,,1935,2833,,,,53886,
t2285-sl2-p2042-r176,,,1954,2860,,,,54646,
t2285-sl2-p2042-r176,09:34:00,09:34:00,72,2940,,,,56901,
t2285-sl2-p2042-r176,,,1897,2999,,,,57795,
t2285-sl2-p2042-r176,,,1890,3049,,,,58531,
t2285-sl2-p2042-r176,,,1893,3073,,,,58890,
t2285-sl2-p2042-r176,09:39:00,09:39:00,73,3240,,,,61375,
t2285-sl2-p2042-r176,,,1891,3438,,,,65208,
t2285-sl2-p2042-r176,,,2787,3488,,,,66171,
t2285-sl2-p2042-r176,,,1906,3565,,,,67658,
t2285-sl2-p2042-r176,,,1894,3641,,,,69133,
t2285-sl2-p2042-r176,,,1898,3700,,,,70261,
t2285-sl2-p2042-r176,,,1902,3755,,,,71317,
t2285-sl2-p2042-r176,09:49:00,09:49:00,76,3840,,,,72955,1
t2285-sl3-p2042-r176,08:35:00,08:45:00,2872,0,,,,0,
t2285-sl3-p2042-r176,,,2261,148,,,,3830,
t2285-sl3-p2042-r176,,,2258,162,,,,4195,
t2285-sl3-p2042-r176,,,2259,176,,,,4542,
t2285-sl3-p2042-r176,,,623,201,,,,5199,
t2285-sl3-p2042-r176,,,625,220,,,,5682,
t2285-sl3-p2042-r176,,,635,236,,,,6095,
t2285-sl3-p2042-r176,,,621,263,,,,6788,
t2285-sl3-p2042-r176,,,633,282,,,,7280,
t2285-sl3-p2042-r176,08:50:00,08:50:00,80,300,,,,7730,
t2285-sl3-p2042-r176,,,639,324,,,,8053,
t2285-sl3-p2042-r176,,,628,362,,,,8563,
t2285-sl3-p2042-r176,,,631,406,,,,9148,
t2285-sl3-p2042-r176,,,632,446,,,,9676,
t2285-sl3-p2042-r176,,,629,480,,,,10128,
t2285-sl3-p2042-r176,,,640,555,,,,11124,
t2285-sl3-p2042-r176,08:55:00,08:55:00,172,600,,,,11715,
t2285-sl3-p2042-r176,,,1711,659,,,,12776,
t2285-sl3-p2042-r176,,,1717,684,,,,13239,
t2285-sl3-p2042-r176,,,231,701,,,,13537,
t2285-sl3-p2042-r176,,,1715,728,,,,14017,
t2285-sl3-p2042-r176,,,1709,748,,,,14392,
t2285-sl3-p2042-r176,,,1713,772,,,,14807,
t2285-sl3-p2042-r176,,,1986,807,,,,15435,
t2285-sl3-p2042-r176,,,2597,843,,,,16087,
t2285-sl3-p2042-r176,09:00:00,09:00:00,74,900,,,,17104,
t2285-sl3-p2042-r176,,,2262,974,,,,18255,
t2285-sl3-p2042-r176,,,2264,994,,,,18550,
t2285-sl3-p2042-r176,,,2260,1007,,,,18756,
t2285-sl3-p2042-r176,,,1385,1040,,,,19261,
t2285-sl3-p2042-r176,,,1387,1092,,,,20057,
t2285-sl3-p2042-r176,,,1300,1116,,,,20441,
t2285-sl3-p2042-r176,,,2727,1158,,,,21085,
t2285-sl3-p2042-r176,,,1303,1180,,,,21414,
t2285-sl3-p2042-r176,09:05:00,09:05:00,1301,1200,,,,21717,
t2285-sl3-p2042-r176,,,2726,1238,,,,22453,
t2285-sl3-p2042-r176,,,1910,1267,,,,22995,
t2285-sl3-p2042-r176,,,2269,1282,,,,23289,
t2285-sl3-p2042-r176,09:14:00,09:14:00,2872,1740,,,,26294,
t2285-sl3-p2042-r176,09:15:00,09:15:00,2731,1800,,,,28030,
t2285-sl3-p2042-r176,,,1974,1844,,,,28965,
t2285-sl3-p2042-r176,,,2562,1863,,,,29361,
t2285-sl3-p2042-r176,,,2560,1910,,,,30366,
t2285-sl3-p2042-r176,09:17:00,09:17:00,2554,1920,,,,30557,
t2285-sl3-p2042-r176,,,2570,1965,,,,31665,
t2285-sl3-p2042-r176,,,2551,1980,,,,32012,
t2285-sl3-p2042-r176,,,2568,2001,,,,32534,
t2285-sl3-p2042-r176,,,2569,2022,,,,33032,
t2285-sl3-p2042-r176,,,2578,2045,,,,33575,
t2285-sl3-p2042-r176,,,2579,2068,,,,34140,
t2285-sl3-p2042-r176,,,2580,2089,,,,34645,
t2285-sl3-p2042-r176,,,2581,2107,,,,35091,
t2285-sl3-p2042-r176,,,155,2128,,,,35580,
t2285-sl3-p2042-r176,,,275,2155,,,,36252,
t2285-sl3-p2042-r176,,,1260,2179,,,,36817,
t2285-sl3-p2042-r176,,,1206,2213,,,,37629,
t2285-sl3-p2042-r176,,,1208,2236,,,,38199,
t2285-sl3-p2042-r176,,,1210,2270,,,,39019,
t2285-sl3-p2042-r176,,,1225,2305,,,,39852,
t2285-sl3-p2042-r176,09:24:00,09:24:00,78,2340,,,,40693,
t2285-sl3-p2042-r176,,,1212,2363,,,,41286,
t2285-sl3-p2042-r176,,,1243,2393,,,,42065,
t2285-sl3-p2042-r176,,,1239,2408,,,,42455,
t2285-sl3-p2042-r176,,,1234,2426,,,,42923,
t2285-sl3-p2042-r176,,,1247,2444,,,,43391,
t2285-sl3-p2042-r176,,,1252,2461,,,,43824,
t2285-sl3-p2042-r176,,,1238,2481,,,,44343,
t2285-sl3-p2042-r176,,,1604,2551,,,,46132,
t2285-sl3-p2042-r176,,,822,2577,,,,46804,
t2285-sl3-p2042-r176,09:29:00,09:29:00,2723,2640,,,,48416,
t2285-sl3-p2042-r176,,,1413,2721,,,,50719,
t2285-sl3-p2042-r176,,,1416,2788,,,,52627,
t2285-sl3-p2042-r176,,,1935,2833,,,,53886,
t2285-sl3-p2042-r176,,,1954,2860,,,,54646,
t2285-sl3-p2042-r176,09:34:00,09:34:00,72,2940,,,,56901,
t2285-sl3-p2042-r176,,,1897,2999,,,,57795,
t2285-sl3-p2042-r176,,,1890,3049,,,,58531,
t2285-sl3-p2042-r176,,,1893,3073,,,,58890,
t2285-sl3-p2042-r176,09:39:00,09:39:00,73,3240,,,,61375,
t2285-sl3-p2042-r176,,,1891,3438,,,,65208,
t2285-sl3-p2042-r176,,,2787,3488,,,,66171,
t2285-sl3-p2042-r176,,,1906,3565,,,,67658,
t2285-sl3-p2042-r176,,,1894,3641,,,,69133,
t2285-sl3-p2042-r176,,,1898,3700,,,,70261,
t2285-sl3-p2042-r176,,,1902,3755,,,,71317,
t2285-sl3-p2042-r176,09:49:00,09:49:00,76,3840,,,,72955,1
t2286-sl2-p2042-r172,09:35:00,09:45:00,2872,0,,,,0,
t2286-sl2-p2042-r172,,,2261,148,,,,3830,
t2286-sl2-p2042-r172,,,2258,162,,,,4195,
t2286-sl2-p2042-r172,,,2259,176,,,,4542,
t2286-sl2-p2042-r172,,,623,201,,,,5199,
t2286-sl2-p2042-r172,,,625,220,,,,5682,
t2286-sl2-p2042-r172,,,635,236,,,,6095,
t2286-sl2-p2042-r172,,,621,263,,,,6788,
t2286-sl2-p2042-r172,,,633,282,,,,7280,
t2286-sl2-p2042-r172,09:50:00,09:50:00,80,300,,,,7730,
t2286-sl2-p2042-r172,,,639,324,,,,8053,
t2286-sl2-p2042-r172,,,628,362,,,,8563,
t2286-sl2-p2042-r172,,,631,406,,,,9148,
t2286-sl2-p2042-r172,,,632,446,,,,9676,
t2286-sl2-p2042-r172,,,629,480,,,,10128,
t2286-sl2-p2042-r172,,,640,555,,,,11124,
t2286-sl2-p2042-r172,09:55:00,09:55:00,172,600,,,,11715,
t2286-sl2-p2042-r172,,,1711,659,,,,12776,
t2286-sl2-p2042-r172,,,1717,684,,,,13239,
t2286-sl2-p2042-r172,,,231,701,,,,13537,
t2286-sl2-p2042-r172,,,1715,728,,,,14017,
t2286-sl2-p2042-r172,,,1709,748,,,,14392,
t2286-sl2-p2042-r172,,,1713,772,,,,14807,
t2286-sl2-p2042-r172,,,1986,807,,,,15435,
t2286-sl2-p2042-r172,,,2597,843,,,,16087,
t2286-sl2-p2042-r172,10:00:00,10:00:00,74,900,,,,17104,
t2286-sl2-p2042-r172,,,2262,974,,,,18255,
t2286-sl2-p2042-r172,,,2264,994,,,,18550,
t2286-sl2-p2042-r172,,,2260,1007,,,,18756,
t2286-sl2-p2042-r172,,,1385,1040,,,,19261,
t2286-sl2-p2042-r172,,,1387,1092,,,,20057,
t2286-sl2-p2042-r172,,,1300,1116,,,,20441,
t2286-sl2-p2042-r172,,,2727,1158,,,,21085,
t2286-sl2-p2042-r172,,,1303,1180,,,,21414,
t2286-sl2-p2042-r172,10:05:00,10:05:00,1301,1200,,,,21717,
t2286-sl2-p2042-r172,,,2726,1238,,,,22453,
t2286-sl2-p2042-r172,,,1910,1267,,,,22995,
t2286-sl2-p2042-r172,,,2269,1282,,,,23289,
t2286-sl2-p2042-r172,10:14:00,10:14:00,2872,1740,,,,26294,
t2286-sl2-p2042-r172,10:15:00,10:15:00,2731,1800,,,,28030,
t2286-sl2-p2042-r172,,,1974,1844,,,,28965,
t2286-sl2-p2042-r172,,,2562,1863,,,,29361,
t2286-sl2-p2042-r172,,,2560,1910,,,,30366,
t2286-sl2-p2042-r172,10:17:00,10:17:00,2554,1920,,,,30557,
t2286-sl2-p2042-r172,,,2570,1965,,,,31665,
t2286-sl2-p2042-r172,,,2551,1980,,,,32012,
t2286-sl2-p2042-r172,,,2568,2001,,,,32534,
t2286-sl2-p2042-r172,,,2569,2022,,,,33032,
t2286-sl2-p2042-r172,,,2578,2045,,,,33575,
t2286-sl2-p2042-r172,,,2579,2068,,,,34140,
t2286-sl2-p2042-r172,,,2580,2089,,,,34645,
t2286-sl2-p2042-r172,,,2581,2107,,,,35091,
t2286-sl2-p2042-r172,,,155,2128,,,,35580,
t2286-sl2-p2042-r172,,,275,2155,,,,36252,
t2286-sl2-p2042-r172,,,1260,2179,,,,36817,
t2286-sl2-p2042-r172,,,1206,2213,,,,37629,
t2286-sl2-p2042-r172,,,1208,2236,,,,38199,
t2286-sl2-p2042-r172,,,1210,2270,,,,39019,
t2286-sl2-p2042-r172,,,1225,2305,,,,39852,
t2286-sl2-p2042-r172,10:24:00,10:24:00,78,2340,,,,40693,
t2286-sl2-p2042-r172,,,1212,2363,,,,41286,
t2286-sl2-p2042-r172,,,1243,2393,,,,42065,
t2286-sl2-p2042-r172,,,1239,2408,,,,42455,
t2286-sl2-p2042-r172,,,1234,2426,,,,42923,
t2286-sl2-p2042-r172,,,1247,2444,,,,43391,
t2286-sl2-p2042-r172,,,1252,2461,,,,43824,
t2286-sl2-p2042-r172,,,1238,2481,,,,44343,
t2286-sl2-p2042-r172,,,1604,2551,,,,46132,
t2286-sl2-p2042-r172,,,822,2577,,,,46804,
t2286-sl2-p2042-r172,10:29:00,10:29:00,2723,2640,,,,48416,
t2286-sl2-p2042-r172,,,1413,2721,,,,50719,
t2286-sl2-p2042-r172,,,1416,2788,,,,52627,
t2286-sl2-p2042-r172,,,1935,2833,,,,53886,
t2286-sl2-p2042-r172,,,1954,2860,,,,54646,
t2286-sl2-p2042-r172,10:34:00,10:34:00,72,2940,,,,56901,
t2286-sl2-p2042-r172,,,1897,2999,,,,57795,
t2286-sl2-p2042-r172,,,1890,3049,,,,58531,
t2286-sl2-p2042-r172,,,1893,3073,,,,58890,
t2286-sl2-p2042-r172,10:39:00,10:39:00,73,3240,,,,61375,
t2286-sl2-p2042-r172,,,1891,3438,,,,65208,
t2286-sl2-p2042-r172,,,2787,3488,,,,66171,
t2286-sl2-p2042-r172,,,1906,3565,,,,67658,
t2286-sl2-p2042-r172,,,1894,3641,,,,69133,
t2286-sl2-p2042-r172,,,1898,3700,,,,70261,
t2286-sl2-p2042-r172,,,1902,3755,,,,71317,
t2286-sl2-p2042-r172,10:49:00,10:49:00,76,3840,,,,72955,1
t2286-sl3-p2042-r172,09:35:00,09:45:00,2872,0,,,,0,
t2286-sl3-p2042-r172,,,2261,148,,,,3830,
t2286-sl3-p2042-r172,,,2258,162,,,,4195,
t2286-sl3-p2042-r172,,,2259,176,,,,4542,
t2286-sl3-p2042-r172,,,623,201,,,,5199,
t2286-sl3-p2042-r172,,,625,220,,,,5682,
t2286-sl3-p2042-r172,,,635,236,,,,6095,
t2286-sl3-p2042-r172,,,621,263,,,,6788,
t2286-sl3-p2042-r172,,,633,282,,,,7280,
t2286-sl3-p2042-r172,09:50:00,09:50:00,80,300,,,,7730,
t2286-sl3-p2042-r172,,,639,324,,,,8053,
t2286-sl3-p2042-r172,,,628,362,,,,8563,
t2286-sl3-p2042-r172,,,631,406,,,,9148,
t2286-sl3-p2042-r172,,,632,446,,,,9676,
t2286-sl3-p2042-r172,,,629,480,,,,10128,
t2286-sl3-p2042-r172,,,640,555,,,,11124,
t2286-sl3-p2042-r172,09:55:00,09:55:00,172,600,,,,11715,
t2286-sl3-p2042-r172,,,1711,659,,,,12776,
t2286-sl3-p2042-r172,,,1717,684,,,,13239,
t2286-sl3-p2042-r172,,,231,701,,,,13537,
t2286-sl3-p2042-r172,,,1715,728,,,,14017,
t2286-sl3-p2042-r172,,,1709,748,,,,14392,
t2286-sl3-p2042-r172,,,1713,772,,,,14807,
t2286-sl3-p2042-r172,,,1986,807,,,,15435,
t2286-sl3-p2042-r172,,,2597,843,,,,16087,
t2286-sl3-p2042-r172,10:00:00,10:00:00,74,900,,,,17104,
t2286-sl3-p2042-r172,,,2262,974,,,,18255,
t2286-sl3-p2042-r172,,,2264,994,,,,18550,
t2286-sl3-p2042-r172,,,2260,1007,,,,18756,
t2286-sl3-p2042-r172,,,1385,1040,,,,19261,
t2286-sl3-p2042-r172,,,1387,1092,,,,20057,
t2286-sl3-p2042-r172,,,1300,1116,,,,20441,
t2286-sl3-p2042-r172,,,2727,1158,,,,21085,
t2286-sl3-p2042-r172,,,1303,1180,,,,21414,
t2286-sl3-p2042-r172,10:05:00,10:05:00,1301,1200,,,,21717,
t2286-sl3-p2042-r172,,,2726,1238,,,,22453,
t2286-sl3-p2042-r172,,,1910,1267,,,,22995,
t2286-sl3-p2042-r172,,,2269,1282,,,,23289,
t2286-sl3-p2042-r172,10:14:00,10:14:00,2872,1740,,,,26294,
t2286-sl3-p2042-r172,10:15:00,10:15:00,2731,1800,,,,28030,
t2286-sl3-p2042-r172,,,1974,1844,,,,28965,
t2286-sl3-p2042-r172,,,2562,1863,,,,29361,
t2286-sl3-p2042-r172,,,2560,1910,,,,30366,
t2286-sl3-p2042-r172,10:17:00,10:17:00,2554,1920,,,,30557,
t2286-sl3-p2042-r172,,,2570,1965,,,,31665,
t2286-sl3-p2042-r172,,,2551,1980,,,,32012,
t2286-sl3-p2042-r172,,,2568,2001,,,,32534,
t2286-sl3-p2042-r172,,,2569,2022,,,,33032,
t2286-sl3-p2042-r172,,,2578,2045,,,,33575,
t2286-sl3-p2042-r172,,,2579,2068,,,,34140,
t2286-sl3-p2042-r172,,,2580,2089,,,,34645,
t2286-sl3-p2042-r172,,,2581,2107,,,,35091,
t2286-sl3-p2042-r172,,,155,2128,,,,35580,
t2286-sl3-p2042-r172,,,275,2155,,,,36252,
t2286-sl3-p2042-r172,,,1260,2179,,,,36817,
t2286-sl3-p2042-r172,,,1206,2213,,,,37629,
t2286-sl3-p2042-r172,,,1208,2236,,,,38199,
t2286-sl3-p2042-r172,,,1210,2270,,,,39019,
t2286-sl3-p2042-r172,,,1225,2305,,,,39852,
t2286-sl3-p2042-r172,10:24:00,10:24:00,78,2340,,,,40693,
t2286-sl3-p2042-r172,,,1212,2363,,,,41286,
t2286-sl3-p2042-r172,,,1243,2393,,,,42065,
t2286-sl3-p2042-r172,,,1239,2408,,,,42455,
t2286-sl3-p2042-r172,,,1234,2426,,,,42923,
t2286-sl3-p2042-r172,,,1247,2444,,,,43391,
t2286-sl3-p2042-r172,,,1252,2461,,,,43824,
t2286-sl3-p2042-r172,,,1238,2481,,,,44343,
t2286-sl3-p2042-r172,,,1604,2551,,,,46132,
t2286-sl3-p2042-r172,,,822,2577,,,,46804,
t2286-sl3-p2042-r172,10:29:00,10:29:00,2723,2640,,,,48416,
t2286-sl3-p2042-r172,,,1413,2721,,,,50719,
t2286-sl3-p2042-r172,,,1416,2788,,,,52627,
t2286-sl3-p2042-r172,,,1935,2833,,,,53886,
t2286-sl3-p2042-r172,,,1954,2860,,,,54646,
t2286-sl3-p2042-r172,10:34:00,10:34:00,72,2940,,,,56901,
t2286-sl3-p2042-r172,,,1897,2999,,,,57795,
t2286-sl3-p2042-r172,,,1890,3049,,,,58531,
t2286-sl3-p2042-r172,,,1893,3073,,,,58890,
t2286-sl3-p2042-r172,10:39:00,10:39:00,73,3240,,,,61375,
t2286-sl3-p2042-r172,,,1891,3438,,,,65208,
t2286-sl3-p2042-r172,,,2787,3488,,,,66171,
t2286-sl3-p2042-r172,,,1906,3565,,,,67658,
t2286-sl3-p2042-r172,,,1894,3641,,,,69133,
t2286-sl3-p2042-r172,,,1898,3700,,,,70261,
t2286-sl3-p2042-r172,,,1902,3755,,,,71317,
t2286-sl3-p2042-r172,10:49:00,10:49:00,76,3840,,,,72955,1
t2287-sl2-p2038-r195,10:35:00,10:35:00,19,0,,,,0,
t2287-sl2-p2038-r195,,,1989,82,,,,1052,
t2287-sl2-p2038-r195,,,1991,101,,,,1306,
t2287-sl2-p2038-r195,,,2423,128,,,,1647,
t2287-sl2-p2038-r195,,,1025,155,,,,1994,
t2287-sl2-p2038-r195,,,1028,185,,,,2378,
t2287-sl2-p2038-r195,,,1027,212,,,,2727,
t2287-sl2-p2038-r195,,,1023,247,,,,3180,
t2287-sl2-p2038-r195,10:40:00,10:40:00,20,300,,,,3850,
t2287-sl2-p2038-r195,,,646,329,,,,4417,
t2287-sl2-p2038-r195,,,660,352,,,,4848,
t2287-sl2-p2038-r195,,,650,395,,,,5686,
t2287-sl2-p2038-r195,,,648,430,,,,6342,
t2287-sl2-p2038-r195,,,654,461,,,,6945,
t2287-sl2-p2038-r195,,,674,567,,,,8974,
t2287-sl2-p2038-r195,10:45:00,10:45:00,786,600,,,,9590,
t2287-sl2-p2038-r195,,,989,975,,,,14050,
t2287-sl2-p2038-r195,,,1931,1038,,,,14803,
t2287-sl2-p2038-r195,,,1920,1103,,,,15567,
t2287-sl2-p2038-r195,11:00:00,11:00:00,9,1500,,,,16718,
t2287-sl2-p2038-r195,,,1920,1549,,,,17730,
t2287-sl2-p2038-r195,,,1933,1586,,,,18483,
t2287-sl2-p2038-r195,,,1926,1609,,,,18953,
t2287-sl2-p2038-r195,,,1366,1652,,,,19811,
t2287-sl2-p2038-r195,,,1368,1680,,,,20380,
