route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
214,Weekday,0_qlRATq0nGi1,To EITC - Easton Intermodal,,1,11204,102,
214,Weekday,0_sfOMNDh5yA8,To EITC - Easton Intermodal,,1,11203,102,
214,Weekday,0_za2crbrwe,To EITC - Easton Intermodal,,1,11302,102,
215,Weekday,0_0_lkYpla70rW,To Marcon & Irving,,0,21213,105,
215,Weekday,0_0to16pZi8bjI,To FedEx Willowbrook,,0,21101,107,
215,Weekday,0_A5yZzO2S7O1r,To Marcon & Irving,,0,21307,105,
215,Weekday,0_OIRd0M-szg0z,To FedEx Willowbrook,,0,21213,104,
215,Weekday,0_S0Q-0sBvzzM7,To Marcon & Irving,,0,21206,105,
215,Weekday,0_WDSHZwUsfpq3,To FedEx Willowbrook,,0,21230,104,
215,Weekday,0__9MJHCLr9Nun,To Marcon & Irving,,0,21206,105,
215,Weekday,0_f3Ei7UlOICPf,To Marcon & Irving,,0,21307,105,
215,Weekday,0_fMnbD9fl3rYn,To FedEx Willowbrook,,0,21227,107,
215,Weekday,0_k5huFL9dW3WM,To Marcon & Irving,,0,21213,105,
215,Weekday,0_o4SGxOfaxB4R,To Marcon & Irving,,0,21206,106,
215,Weekday,0_opA7msRGYUlM,To FedEx Willowbrook,,0,21212,104,
215,Weekday,0_ssKb73-Q9a4R,To Marcon & Irving,,0,21230,105,
215,Weekday,0_xADv_ICI2BLR,To Marcon & Irving,,0,21206,105,
215,Weekday,0_z9dwAIFUJjhD,To Marcon & Irving,,0,21230,105,
215,Weekday,0_zfa3IZyHGuw3,To Marcon & Irving,,0,21307,105,
215,Weekday,0_13jUHiqcv73F,To Hellertown,,1,21307,110,
215,Weekday,0_2F2Ns-aZwamM,To Hellertown,,1,21307,110,
215,Weekday,0_8acnXqEXjcci,To Hellertown,,1,21230,109,
215,Weekday,0_A_HYkGthh2md,To Hellertown,,1,21206,110,
215,Weekday,0_IrfgqzZ2Cwqk,To Hellertown,,1,21213,110,
215,Weekday,0_KwAzxk32KR1F,To Hellertown,,1,21307,110,
215,Weekday,0_XEgKfw4s55SC,To Hellertown,,1,21206,110,
215,Weekday,0_YfhV3iVJsROf,To Hellertown,,1,21230,110,
215,Weekday,0_ee0xJqG4gXeH,To Hellertown,,1,21213,109,
215,Weekday,0_iZHXP1OcKoGc,To Hellertown,,1,21307,110,
215,Weekday,0_lPbdxLe_GZou,To Hellertown,,1,21230,109,
215,Weekday,0_mJ-ZlKz1ehVH,To Hellertown,,1,21206,110,
215,Weekday,0_mtmfR1ckPRNg,To Bethlehem Transit Center,,1,21101,112,
215,Weekday,0_q7-KnbkhMR2c,To Hellertown,,1,21212,110,
215,Weekday,0_sPy0MDulzEjA,To Hellertown,,1,21213,113,
215,Weekday,0_sqYF-ENdkY38,To Hellertown,,1,21230,110,
215,Weekday,0_uWPTGIc0peQi,To Hellertown,,1,21227,111,
216,Weekday,0_7x5yo4t4-1m,To Northampton Crossings via Greenwood,,0,11205,115,
216,Weekday,0_BRgujaY-O2U,To Northampton Crossings via Greenwood,,0,11501,115,
216,Weekday,0_EWcqJpQ_PtB,To Northampton Crossings via Greenwood,,0,11203,115,
216,Weekday,0_ROTGwiNzVyV,To Northampton Crossings via Greenwood,,0,11501,115,
216,Weekday,0_S53e90WTQUh,To Northampton Crossings via Greenwood,,0,11204,115,
216,Weekday,0_U57ctzbO72B,To Nazareth via Greenwood,,0,11501,116,
216,Weekday,0_XjUP2zFYWy5,To Northampton Crossings via Greenwood,,0,11301,115,
216,Weekday,0_cpJx0G01QJB,To Northampton Crossings via Greenwood,,0,11301,115,
216,Weekday,0_gsk7qf55vey,To Nazareth via Greenwood,,0,11205,116,
216,Weekday,0_mgJ178RybMa,To Northampton Crossings via Greenwood,,0,11203,115,
216,Weekday,0_nIVMFFLzZfp,To Nazareth via Greenwood,,0,11205,116,
216,Weekday,0_w_djNfN_WGW,To Northampton Crossings via Greenwood,,0,11501,115,
216,Weekday,0_wrv8BvvY1nJ,To Northampton Crossings via Greenwood,,0,11301,115,
216,Weekday,0_xq4DGVMilCr,To Northampton Crossings via Greenwood,,0,11301,115,
216,Weekday,0_0F3N9JgeuP0,To EITC - Easton Intermodal,,1,11301,118,
216,Weekday,0_3XAFKkqgef4,To EITC - Easton Intermodal,,1,11501,119,
216,Weekday,0_4xsXcECZ2i-,To EITC - Easton Intermodal,,1,11203,118,
216,Weekday,0_GWsKEDCcPSB,To EITC - Easton Intermodal,,1,11501,118,
216,Weekday,0_HMr0ZhwSW3M,To EITC - Easton Intermodal,,1,11204,118,
216,Weekday,0_PJUy32URqOl,To EITC - Easton Intermodal,,1,11501,118,
216,Weekday,0_XV03wPRAYUR,To EITC - Easton Intermodal,,1,11301,118,
216,Weekday,0_bnIRN7ZunpC,To EITC - Easton Intermodal,,1,11203,118,
216,Weekday,0_d1L0QAccFeW,To EITC - Easton Intermodal,,1,11205,118,
216,Weekday,0_glBT-1gYMtD,To EITC - Easton Intermodal,,1,11501,119,
216,Weekday,0_hVsMMunIECi,To EITC - Easton Intermodal,,1,11301,118,
216,Weekday,0_lS0IhC1Fb2u,To EITC - Easton Intermodal,,1,11204,118,
216,Weekday,0_veudYTHtyAg,To EITC - Easton Intermodal,,1,11304,118,
216,Weekday,0_z2Zk6CDSz4Q,To EITC - Easton Intermodal,,1,11205,119,
217,Weekday,0_-yGme6_FIZf,To Roseto,,0,11304,121,
217,Weekday,0_7t6JqlcZ-RJ,To Roseto,,0,11209,121,
217,Weekday,0_EOUjFZSxiAO,To Roseto,,0,11204,122,
217,Weekday,0_LsIX86-iBKY,To Roseto,,0,11302,122,
217,Weekday,0_T4WDxr9j04y,To Roseto,,0,11208,121,
217,Weekday,0_TNZrMonG-CJ,To Roseto,,0,11209,121,
217,Weekday,0_Z8ObUK6ypUu,To Roseto,,0,11204,121,
217,Weekday,0_aL1NhGiO6k5,To Roseto,,0,11209,121,
217,Weekday,0_eHK3JDXK2EW,To Roseto,,0,11304,121,
217,Weekday,0_iPmBiNswhRi,To Roseto,,0,11304,121,
217,Weekday,0_mWxBNX8d6Fg,To Roseto,,0,11204,121,
217,Weekday,0_orJowAtJYhc,To Roseto,,0,11208,121,
217,Weekday,0_pIbZfmxQskK,To Roseto,,0,11304,121,
217,Weekday,0_pMSsZhnGzaH,To Roseto,,0,11304,122,
217,Weekday,0_t2Mfwkg3fnc,To Roseto,,0,11209,121,
217,Weekday,0_0psqJ9YCG4N,To Wind Gap,,1,11209,124,
217,Weekday,0_6BeedgyD1vq,To Wind Gap,,1,11204,124,
217,Weekday,0_6digKL7MYFL,To Wind Gap,,1,11304,124,
217,Weekday,0_73-_O_QOW5W,To Wind Gap,,1,11304,124,
217,Weekday,0_FEXS9P0-Ef3,To Wind Gap,,1,11304,124,
217,Weekday,0_M_58h1jjgkB,To Wind Gap,,1,11209,124,
217,Weekday,0_N5aul4tK0Sy,To Northampton Crossings - Walmart,,1,11208,125,
217,Weekday,0_NhtM8g5fFuz,To Wind Gap,,1,11304,124,
217,Weekday,0_TNJq0wGWa7Z,To Wind Gap,,1,11204,124,
217,Weekday,0_X9Y17m8Wpkb,To Wind Gap,,1,11209,124,
217,Weekday,0_YB-tFdc97oW,To Northampton Crossings - Walmart,,1,11209,125,
217,Weekday,0_h2xuC-auK8u,To Wind Gap,,1,11304,124,
217,Weekday,0_lq_74WKmku_,To Northampton Crossings - Walmart,,1,11205,125,
217,Weekday,0_mQlURU-dTV3,To Northampton Crossings - Walmart,,1,11302,125,
217,Weekday,0_tjSV1saaRSP,To Wind Gap,,1,11204,124,
217,Weekday,0_u8JZh2g1_xY,To Wind Gap,,1,11208,124,
218,Weekday,0_2CgYbJfIMn,To Allentown Transit Center,,0,21211,127,
218,Weekday,0_2OqNEP065M,To Allentown Transit Center,,0,21102,127,
218,Weekday,0_OpecDfb_G4,To Allentown Transit Center,,0,21214,127,
218,Weekday,0_SBvRwWLDd5,To Allentown Transit Center,,0,21211,127,
218,Weekday,0_XD7BJUNgER,To Allentown Transit Center,,0,21223,127,
218,Weekday,0_XGpbRhEeSt,To Allentown Transit Center,,0,21313,128,
218,Weekday,0_g685SWKpYy,To Allentown Transit Center,,0,21311,127,
218,Weekday,0_jS0Dc57Jcw,To Allentown Transit Center,,0,21231,127,
218,Weekday,0_kTRJIbctny,To Allentown Transit Center,,0,21214,127,
218,Weekday,0_pbL9wkqHTZ,To Allentown Transit Center,,0,21102,128,
218,Weekday,0_53HPcXD0z6b,To Fogelsville - Weis,,1,21223,131,
218,Weekday,0_GKZmS-1RMqD,To Fogelsville - Weis,,1,21214,131,
218,Weekday,0_IsM7_YConO,To Allentown Treatment Center,,1,21102,130,
218,Weekday,0_KG1e1Ji2QL,To Allentown Treatment Center,,1,21313,130,
218,Weekday,0_MuzNwM22yo,To Fogelsville - Weis,,1,21102,131,
218,Weekday,0_XkbZrbOoLw7,To Fogelsville - Weis,,1,21211,131,
218,Weekday,0__YFtnosPtf,To Fogelsville - Weis,,1,21231,131,
218,Weekday,0_eQImvMdf8Aa,To Fogelsville - Weis,,1,21311,131,
218,Weekday,0_ifrYk7mZ6BO,To Fogelsville - Weis,,1,21214,131,
218,Weekday,0_vV2gisgmAm0,To Fogelsville - Weis,,1,21211,131,
220,Weekday,0_1nvF50NNzdKm,To EITC - Easton Intermodal,,0,21211,133,
220,Weekday,0_4ec4IbshSgQe,To EITC - Easton Intermodal,,0,21219,133,
220,Weekday,0_J5N-T7J19iz8,To EITC - Easton Intermodal,,0,21202,133,
220,Weekday,0_Nh7gmHEMHmsf,To EITC - Easton Intermodal,,0,21202,133,
220,Weekday,0_PGfkN9xPFe_R,To EITC - Easton Intermodal,,0,21309,133,
220,Weekday,0_RcgWtkrHaCSE,To EITC - Easton Intermodal,,0,21232,133,
220,Weekday,0_XkO5tpOR8iBR,To EITC - Easton Intermodal,,0,21303,133,
220,Weekday,0__43FNUPSlKgw,To EITC - Easton Intermodal,,0,21219,133,
220,Weekday,0_dr-DnMIVcWHA,To EITC - Easton Intermodal,,0,21309,133,
220,Weekday,0_hLXNtoytFvMa,To EITC - Easton Intermodal,,0,21202,133,
220,Weekday,0_l9BkY0I5Yqpm,To EITC - Easton Intermodal,,0,21211,133,
220,Weekday,0_mw0b0xgCd7Ee,To EITC - Easton Intermodal,,0,21309,133,
220,Weekday,0_tKHlzvnRlpMw,To EITC - Easton Intermodal,,0,21211,133,
220,Weekday,0_yQOPl5FidL80,To EITC - Easton Intermodal,,0,21202,133,
220,Weekday,0_9XFktz5iGuiX,To ATC - Allentown,,1,21309,135,
220,Weekday,0_AVzyzqIlHQbt,To ATC - Allentown,,1,21232,135,
220,Weekday,0_N5tmNrfN-DCt,To ATC - Allentown,,1,21303,135,
220,Weekday,0_Qa0Hda5-YSeW,To ATC - Allentown,,1,21211,135,
220,Weekday,0_S646yZpDCXAC,To ATC - Allentown,,1,21211,135,
220,Weekday,0_T0LaXUzGEYm8,To ATC - Allentown,,1,21211,135,
220,Weekday,0_UlrwIfdk3Xg-,To ATC - Allentown,,1,21202,135,
220,Weekday,0_VnddVgiSgdF_,To ATC - Allentown,,1,21202,135,
220,Weekday,0_ZO5IfF2EtOMK,To ATC - Allentown,,1,21219,135,
220,Weekday,0__pbKm4xvch-c,To ATC - Allentown,,1,21219,135,
220,Weekday,0_cuVhzFQi_5kT,To ATC - Allentown,,1,21309,135,
220,Weekday,0_emkbW4IXt0Lz,To ATC - Allentown,,1,21309,135,
220,Weekday,0_yfaeOvAen5gs,To ATC - Allentown,,1,21202,135,
220,Weekday,0_zRITrSlZzUwB,To ATC - Allentown,,1,21219,135,
312,Weekday,0_2_-e1NCn4U0,To Nazareth via NCC/Green Pond,,0,21229,137,
312,Weekday,0_4onAwXE9gqT,To Nazareth via NCC/Green Pond,,0,21225,137,
312,Weekday,0_5NynNvC_7h6,To NCC - Penn Hall,,0,21229,138,
312,Weekday,0_61JstGDMzLy,To NCC - Penn Hall,,0,11401,138,
312,Weekday,0_JVBYhEHO8nP,To NCC - Penn Hall,,0,11401,138,
312,Weekday,0_T4vvHy2TUIU,To Nazareth via NCC/Green Pond,,0,21229,137,
312,Weekday,0_ffU2tN0cjMG,To Nazareth via NCC/Green Pond,,0,11201,137,
312,Weekday,0_rLHQejnN0o2,To Nazareth via NCC/Green Pond,,0,11401,137,
312,Weekday,0_sNQjVZbrh9D,To Nazareth via NCC/Green Pond,,0,11401,137,
312,Weekday,0_t2FhVEeCwK9,To NCC - Penn Hall,,0,11401,138,
312,Weekday,0_zj4r1ke3toX,To NCC - Penn Hall,,0,11401,138,
312,Weekday,0_BQD9YWugjxd,To BTC - Bethlehem,,1,11401,140,
312,Weekday,0_Href8Dv8JsV,To BTC - Bethlehem,,1,21225,141,
312,Weekday,0_M0iCIVxZnNt,To BTC - Bethlehem,,1,11401,141,
312,Weekday,0_UoAR_RmWHxE,To BTC - Bethlehem,,1,21229,140,
312,Weekday,0_WlvI4JUHY5N,To BTC - Bethlehem,,1,21229,140,
312,Weekday,0_ZrN07On2EbM,To BTC - Bethlehem,,1,11401,141,
312,Weekday,0_aEWMH3Km0IU,To BTC - Bethlehem,,1,21225,140,
312,Weekday,0_bn0DmrF6qOz,To BTC - Bethlehem,,1,11201,140,
312,Weekday,0_cGuhQ5AhUoK,To BTC - Bethlehem,,1,11401,140,
312,Weekday,0_gI84lFxumVm,To BTC - Bethlehem,,1,11401,141,
312,Weekday,0_rgJnVT2t4WX,To BTC - Bethlehem,,1,21229,141,
319,Weekday,0_-47Cb5ngf-Mm,To Bethlehem Square - Giant,,0,21231,144,
319,Weekday,0_BFjola-u70G9,To Bethlehem Square - Giant,,0,21221,144,
319,Weekday,0_FLR1_cYifEXF,To Bethlehem Square - Giant,,0,21312,144,
319,Weekday,0_HuY6HYty2PgM,To FedEx Willowbrook,,0,21225,143,
319,Weekday,0_TrnBmZ5xG_3b,To Bethlehem Square - Giant,,0,21101,144,
319,Weekday,0_UVaQDer3T_lN,To Bethlehem Square - Giant,,0,21208,144,
319,Weekday,0_btLjNhGkPCQ2,To Bethlehem Square - Giant,,0,21312,144,
319,Weekday,0_bxJvF-S8k7_l,To Bethlehem Square - Giant,,0,21221,144,
319,Weekday,0_cArCT802aXFt,To Bethlehem Square - Giant,,0,21208,144,
319,Weekday,0_d566h3r06_Op,To FedEx Willowbrook,,0,21102,143,
319,Weekday,0_eGsv7V-G3-NC,To Bethlehem Square - Giant,,0,21231,144,
319,Weekday,0_nxySZikmEiBJ,To Bethlehem Square - Giant,,0,21208,144,
319,Weekday,0_oHjoE8AIGnLc,To Bethlehem Square - Giant,,0,21224,144,
319,Weekday,0_qLAxYqY4QKNF,To Bethlehem Square - Giant,,0,21224,144,
319,Weekday,0_rxquhChkOi6V,To Bethlehem Square - Giant,,0,21221,144,
319,Weekday,0_yzDfjxBrQCEx,To Bethlehem Square - Giant,,0,21221,144,
319,Weekday,0_2C84Hb4dWKTE,To Allentown Transit Center,,1,21221,147,
319,Weekday,0_4urxi3xeD4H7,To Allentown Transit Center,,1,21231,147,
319,Weekday,0_53A683OLrNfl,To Allentown Transit Center,,1,21221,147,
319,Weekday,0_5Chq2lRz9FuJ,To Allentown Transit Center,,1,21221,147,
319,Weekday,0_8bzTSxOTXhP3,To Allentown Transit Center,,1,21231,147,
319,Weekday,0_BR44wubhx1ws,To Allentown Transit Center,,1,21224,147,
319,Weekday,0_FKk1z1RpLfvv,To Allentown Transit Center,,1,21102,146,
319,Weekday,0_I6GUbC3WVg3S,To Allentown Transit Center,,1,21225,146,
319,Weekday,0_OVkC-TbjFl7Y,To Allentown Transit Center,,1,21208,147,
319,Weekday,0_PJeor21Rawuk,To Allentown Transit Center,,1,21312,147,
319,Weekday,0_YjcGptpWKbhI,To Allentown Transit Center,,1,21208,147,
319,Weekday,0_ZxzB88DtNo78,To Allentown Transit Center,,1,21312,147,
319,Weekday,0_fNv1wE8Be8yN,To Allentown Transit Center,,1,21101,147,
319,Weekday,0_kTv_yz1XDMbv,To Allentown Transit Center,,1,21221,147,
319,Weekday,0_ssTc6wZrLR_e,To Allentown Transit Center,,1,21224,147,
319,Weekday,0_vIqbsqXHIAlH,To Allentown Transit Center,,1,21208,147,
322,Weekday,0_BMDGEiEnciCS,To ATC,,0,21227,149,
322,Weekday,0_C3E7EDj4i1Pk,To ATC,,0,21310,149,
322,Weekday,0_MLWveW4Ct5-E,To ATC,,0,21101,149,
322,Weekday,0_NTCoSJ8TxCAQ,To ATC,,0,21102,149,
322,Weekday,0_OpJpe0bVlrKY,To ATC,,0,21223,149,
322,Weekday,0_QSwsqgUxQQTm,To ATC,,0,21216,149,
322,Weekday,0_RSgA48wb-N3O,To ATC,,0,21223,149,
322,Weekday,0_X-tRYPbpmRuq,To ATC,,0,21227,149,
322,Weekday,0_ZuDV6hIq8BN5,To ATC,,0,21222,149,
322,Weekday,0_a5XfzYyruq8N,To ATC,,0,21223,149,
322,Weekday,0_cnJx2RHXR9t3,To ATC,,0,21215,149,
322,Weekday,0_eYEkqa0_E_1o,To ATC,,0,21217,149,
322,Weekday,0_g4EeaThY5Opv,To ATC,,0,21310,149,
322,Weekday,0_iJZQRP1OCXO0,To ATC,,0,21216,149,
322,Weekday,0_l-CLlQfU2Fbc,To ATC,,0,21227,149,
322,Weekday,0_sWAWgdKFvDyQ,To ATC,,0,21216,149,
322,Weekday,0_tXctubrFVwuJ,To ATC,,0,21217,149,
322,Weekday,0_03d3stNin3-y,To Amazon - Breinigsville,,1,21227,154,
322,Weekday,0_Jt1raHy57cQ7,To Amazon - Breinigsville,,1,21223,154,
322,Weekday,0_LcYaFOx_mk80,To Amazon - Breinigsville,,1,21216,154,
322,Weekday,0_NAGfy7JQc_it,To Amazon - Breinigsville,,1,21310,154,
322,Weekday,0_OsGi8CDWBdRK,To Amazon - Breinigsville,,1,21222,154,
322,Weekday,0_TkRYTbVxWZAx,To Amazon - Express,,1,21222,153,
322,Weekday,0_TnNhSrpC5AWv,To Amazon - Breinigsville,,1,21217,154,
322,Weekday,0__Mw3Kcx1yxuY,To Amazon - Breinigsville,,1,21216,154,
322,Weekday,0__pfYsmPmpTs2,To Amazon - Breinigsville,,1,21310,154,
322,Weekday,0_cannlpf0u2ac,To Amazon - Breinigsville,,1,21227,154,
322,Weekday,0_daGHZWMgR92B,To Amazon - Breinigsville,,1,21216,154,
322,Weekday,0_fBwh9f6OiLgG,To Amazon - Breinigsville,,1,21215,154,
322,Weekday,0_gQn5jMj-42o4,To Amazon - Express,,1,21102,153,
322,Weekday,0_ijMbECjSBPqB,To Amazon - Breinigsville,,1,21217,154,
322,Weekday,0_jbfbmJApC0Jn,To Amazon - Breinigsville,,1,21227,154,
322,Weekday,0_nvBqFL90dC8-,To Amazon - Breinigsville,,1,21223,154,
322,Weekday,0_w2NPVdOuUvPO,To Amazon - Breinigsville,,1,21223,154,
322,Weekday,0_zkfdkqpZMv3A,To Amazon - Breinigsville,,1,21101,154,
323,Weekday,0_TEaDTMXBGhej,To Allentown Transit Center,,0,21305,156,
323,Weekday,0_dJyiaJ-J0Nn-,To Allentown Transit Center,,0,21202,156,
323,Weekday,0_Yy3gQupQOtH7,To PSU LV via Devonshire,,1,21305,160,
323,Weekday,0_fYmmxfFOvclP,To PSU LV,,1,21202,159,
324,Weekday,0_7C_-xusEWgU,To Lehigh Valley Airport,,0,21210,162,
324,Weekday,0_BKmUW9VHh83,To Lehigh Valley Airport,,0,21210,162,
324,Weekday,0_VeT5qOhCGCE,To Lehigh Valley Airport,,0,21223,162,
324,Weekday,0_f0GlM9NKIom,To Lehigh Valley Airport,,0,21210,162,
324,Weekday,0_r2uqiqN9OpS,To Lehigh Valley Airport,,0,21223,162,
324,Weekday,0_sTWPOSNdYnD,To Lehigh Valley Airport,,0,21210,162,
324,Weekday,0_sf5iSwM0zo-,To Lehigh Valley Airport,,0,21223,162,
324,Weekday,0_R-n3raFJ1Mj,To Allentown Transit Center,,1,21223,164,
324,Weekday,0_YeWcididSo5,To Allentown Transit Center,,1,21210,164,
324,Weekday,0_duCid86oquK,To Allentown Transit Center,,1,21210,164,
324,Weekday,0_pM0eJtN6qfz,To Allentown Transit Center,,1,21223,164,
324,Weekday,0_uNp08JRSNla,To Allentown Transit Center,,1,21223,164,
324,Weekday,0_ygYaNlbdPNv,To Allentown Transit Center,,1,21210,164,
324,Weekday,0_zyZFGDiaC9Z,To Allentown Transit Center,,1,21210,164,
325,Weekday,0_0ZBY7H3X3IU,To Palmerton,,0,21308,166,
325,Weekday,0_DEGiYADYIsj,To Palmerton,,0,21228,166,
325,Weekday,0_I7WKYiOhug_,To Palmerton,,0,21308,166,
325,Weekday,0_RQVNowmPnZ7,To Palmerton,,0,21228,166,
325,Weekday,0_aQs5Yg3qhBP,To Palmerton,,0,21308,166,
325,Weekday,0_WLEx6kRjdiz,To Lehigh Valley Mall,,1,21308,168,
325,Weekday,0_aV-TFmJq9YW,To Lehigh Valley Mall,,1,21228,168,
325,Weekday,0_gyEBgQeliNf,To Lehigh Valley Mall,,1,21228,168,
325,Weekday,0_wWzCjJPXODE,To Lehigh Valley Mall,,1,21308,168,
325,Weekday,0_zZGuJSMWOq4,To Lehigh Valley Mall,,1,21308,168,
327,Weekday,0_3t60dxUW56IV,To Bethlehem Square,,0,21216,170,
327,Weekday,0_6OkZHThezbpU,To Bethlehem Square,,0,21216,170,
327,Weekday,0_BD-UtOuSllxe,To Bethlehem Square,,0,21223,170,
327,Weekday,0_ETtyOFqy7phD,To Bethlehem Square,,0,11202,170,
327,Weekday,0_MwMnWf0i6Tv_,To Bethlehem Square,,0,21230,170,
327,Weekday,0_R0y8al8MQtoC,To Bethlehem Square,,0,21102,170,
327,Weekday,0_VeJKUFlTagVg,To Bethlehem Square,,0,11202,170,
327,Weekday,0_ZUzbhJ9JGrkl,To Bethlehem Square,,0,21230,170,
327,Weekday,0_fH44uBsQxQXX,To Bethlehem Square,,0,21216,170,
327,Weekday,0_kiA02cBhVJb5,To Bethlehem Square,,0,21216,170,
327,Weekday,0_wuUaAC8L03If,To Bethlehem Square,,0,21223,170,
327,Weekday,0_1dLWLsYCFvae,To Fountain Hill,,1,21216,172,
327,Weekday,0_7fzi4NxnJWWH,To Fountain Hill,,1,21223,172,
327,Weekday,0_BkvfLjqNi8Xu,To Fountain Hill,,1,21216,172,
327,Weekday,0_CmiP8lLAq6DT,To Fountain Hill,,1,21230,172,
327,Weekday,0_Fg1T5qiU4AIL,To Fountain Hill,,1,21216,172,
327,Weekday,0_G1k0vUsrtHVq,To Fountain Hill,,1,21216,172,
327,Weekday,0_NpI3qzeAXD5y,To Fountain Hill,,1,21230,172,
327,Weekday,0_Vu7TXZaZuEZk,To Fountain Hill,,1,21230,172,
327,Weekday,0_kNiin_6_O7YX,To Fountain Hill,,1,21102,172,
327,Weekday,0_rFcykl-QNa6g,To Fountain Hill,,1,21216,172,
327,Weekday,0_xxIanW7-XFVQ,To Fountain Hill,,1,11202,172,
602,Weekday,0_1J30ZPgdsrAc,Macarthur Shopping Loop,,0,21228,174,
602,Weekday,0_53PP6-EFY5K-,Macarthur Shopping Loop,,0,21303,174,
602,Weekday,0_5sSOZo1992E9,Macarthur Shopping Loop,,0,21303,174,
602,Weekday,0_5x_b2IGAF5hE,Macarthur Shopping Loop,,0,21303,174,
602,Weekday,0_9lKg2cMZmXGc,Macarthur Shopping Loop,,0,21228,174,
602,Weekday,0_Cb9PwvptWe2I,Macarthur Shopping Loop,,0,21228,174,
602,Weekday,0_HWsgsyWF0AFl,Macarthur Shopping Loop,,0,21303,174,
602,Weekday,0_KVHjk3SyI2GD,Macarthur Shopping Loop,,0,21303,174,
602,Weekday,0_MMgXH26OpXPA,Macarthur Shopping Loop,,0,21228,174,
602,Weekday,0_SGjUoNcI5-UQ,Macarthur Shopping Loop,,0,21228,174,
602,Weekday,0_TOu4a5ufWMJJ,Macarthur Shopping Loop,,0,21228,174,
602,Weekday,0_UCR3OcebVp1B,Macarthur Shopping Loop,,0,21228,174,
602,Weekday,0_UM3qRxDJBYa3,Macarthur Shopping Loop,,0,21228,174,
602,Weekday,0_XYP_LR_OU4gZ,Macarthur Shopping Loop,,0,21303,174,
602,Weekday,0_YBOvW0XUaV7N,Macarthur Shopping Loop,,0,21303,174,
602,Weekday,0_YrF80QLE2gia,Macarthur Shopping Loop,,0,21303,174,
602,Weekday,0_Z06-3P3qbb07,Macarthur Shopping Loop,,0,21303,174,
602,Weekday,0_aGKEQ13qHuJJ,Macarthur Shopping Loop,,0,21228,174,
602,Weekday,0_cJ-aTl_vVZ_h,Macarthur Shopping Loop,,0,21303,174,
602,Weekday,0_d1MVTXKyy1ta,Macarthur Shopping Loop,,0,21228,174,
602,Weekday,0_hYFw6gJsqckb,Macarthur Shopping Loop,,0,21303,174,
602,Weekday,0_ifaMGGm0ubqN,Macarthur Shopping Loop,,0,21303,174,
602,Weekday,0_k7MXOGKWD-ak,Macarthur Shopping Loop,,0,21228,174,
602,Weekday,0_k9x0uMSR5OLm,Macarthur Shopping Loop,,0,21303,174,
602,Weekday,0_mD80spwyX8TM,Macarthur Shopping Loop,,0,21228,174,
602,Weekday,0_o12Uu8qmn27b,Macarthur Shopping Loop,,0,21228,174,
602,Weekday,0_s1Ngeu26FQY7,Macarthur Shopping Loop,,0,21228,174,
602,Weekday,0_uy1Tul4K1Qgl,Macarthur Shopping Loop,,0,21228,174,
602,Weekday,0_wlYfPga7BPd0,Macarthur Shopping Loop,,0,21303,174,
602,Weekday,0_y1Q5bjkvMblh,Macarthur Shopping Loop,,0,21303,174,
603,Weekday,0_BnlYvho3rrnA,To Lehigh Valley Mall,,0,21307,176,
603,Weekday,0_CxPe1gYKesB0,To Lehigh Valley Mall,,0,21307,176,
603,Weekday,0_MZf1LDVPdFXu,To Lehigh Valley Mall,,0,21306,176,
603,Weekday,0_NdVzDcPAT9gs,To Lehigh Valley Mall,,0,21306,176,
603,Weekday,0_Yhnj2GBETwhC,To Lehigh Valley Mall,,0,21307,176,
603,Weekday,0_ejR6ilATgoyP,To Lehigh Valley Mall,,0,21306,176,
603,Weekday,0_h011noSft0RS,To Lehigh Valley Mall,,0,21306,176,
603,Weekday,0_itnOk97IrPfN,To Lehigh Valley Mall,,0,21306,176,
603,Weekday,0_mfQviBALdBRF,To Lehigh Valley Mall,,0,21306,176,
603,Weekday,0_ANmrQePgfzxk,To Parkway Shopping Center,,1,21306,180,
603,Weekday,0_EQFKCrMyznOh,To Parkway Shopping Center,,1,21306,180,
603,Weekday,0_EgkQp92f7yMk,To Parkway Shopping Center,,1,21306,180,
603,Weekday,0_HPv8v8Vk9K7d,To Parkway Shopping Center,,1,21306,180,
603,Weekday,0_JqpQiaxmtUyp,To Parkway Shopping Center,,1,21307,180,
603,Weekday,0_KlP4GR1ouGdL,To Parkway Shopping Center,,1,21306,180,
603,Weekday,0_QPx2SQsbDlHw,To Parkway Shopping Center,,1,21307,180,
603,Weekday,0_ay34jdrA7axJ,To Parkway Shopping Center,,1,21307,180,
603,Weekday,0_heW4gaFywzey,To Parkway Shopping Center,,1,21306,180,
605,Weekday,0_61Smc0HuHny_,Freemansburg ; BTC - Bethlehem; Southside - Commerce Center Blvd,,0,11207,182,
605,Weekday,0_A9O32WMX48tS,Freemansburg ; BTC - Bethlehem; Southside - Commerce Center Blvd,,0,11207,182,
605,Weekday,0_C6ofRj544vGf,Freemansburg ; BTC - Bethlehem; Southside - Commerce Center Blvd,,0,11207,182,
605,Weekday,0_Dq4_nziFQBJJ,Freemansburg ; BTC - Bethlehem; Southside - Commerce Center Blvd,,0,11207,182,
605,Weekday,0_EwEWrebQ9zYE,Freemansburg ; BTC - Bethlehem; Southside - Commerce Center Blvd,,0,11303,182,
